isbn,title,site,url_checked,current_availability,stock_qty_if_known,current_price,existing_availability_before,status_note,checked_at
9788193175217,Aurat Ke Samaji Aur Ma’ashi Huquq,akshardhara,https://akshardhara.com/products/9789382906797-aswastha-shatakatil-mangao-parishad,In Stock,,315.00 INR,,matched catalog product via slug,2026-07-16T10:54:51Z
9788194201656,BANKING AND INSURANCE (बैंकिंग और बीमा) - B.COM. 2ND YEAR (HINDI MEDIUM)TEXT BOOK FOR U G STUDENT OF M.P.,akshardhara,https://akshardhara.com/products/29712-slow-journey-south,In Stock,,315.00 INR,,matched catalog product via slug,2026-07-16T10:54:51Z
9788195294480,Antarbhedi Sagnik,akshardhara,https://akshardhara.com/products/plague-प्लेग,In Stock,,280.00 INR,,matched catalog product via slug,2026-07-16T10:54:52Z
9788195428731,Marvels of Madras,akshardhara,https://akshardhara.com/products/34571-daryaraj-kanhoji-aangre,Out of Stock,,315.00 INR,,matched catalog product via slug,2026-07-16T10:54:52Z
9788195777648,ਭਾਰਤ ਦਾ ਸੰਵਿਧਾਨ - Constitution of India in Punjabi (As It Is) Bare Act,akshardhara,https://akshardhara.com/products/gra0148-samarth-vyavasthapan-dasbodh,Out of Stock,,315.00 INR,,matched catalog product via slug,2026-07-16T10:54:52Z
9788198506108,Digital Literacy - Empowering Communities,akshardhara,https://akshardhara.com/products/baa-izzat-bari-बाइज्जत-बरी,In Stock,,315.00 INR,,matched catalog product via slug,2026-07-16T10:54:52Z
9788199291836,"Kayakalp | Hindi Novel | Mystery, Thriller & Secrets of Transformation | Indian Suspense Literature | M. I. Rajasve | Veteran Publishing House (Literary Classics)",akshardhara,https://akshardhara.com/products/9789385266157-asamanya-vyaktichya-asamanya-kartutvachya-katha,In Stock,,315.00 INR,,matched catalog product via slug,2026-07-16T10:54:52Z
9788190723688,Globalisation And Marketing Management: With Case Studies,akshardhara,https://akshardhara.com/products/langda-fakir,In Stock,,297.00 INR,,matched catalog product via slug,2026-07-16T10:54:53Z
9788193140178,Spoken English Through Tamil,akshardhara,https://akshardhara.com/products/9788179252123-marathi-niyatkalikantil-drushyakalavichar,Out of Stock,,292.50 INR,,matched catalog product via slug,2026-07-16T10:54:53Z
9788195546909,PHYSICS WALLAH Yakeen for NEET | Full Course Study Material for Dropper | Complete Set of 18 Books (PCB) with Solutions,akshardhara,https://akshardhara.com/products/9788188569526-ek-hoti-phulrani-bhakti-barve,In Stock,,292.50 INR,,matched catalog product via slug,2026-07-16T10:54:53Z
9788190396127,Slices of Library Automation: Information Technology,akshardhara,https://akshardhara.com/products/visavya-shatakatil-maharashtra-khand,In Stock,,416.70 INR,,matched catalog product via slug,2026-07-16T10:54:53Z
9788192154374,"احتشام حسين، ذکر و فکر = Ehtesham Husain, zikr-o-fikr",akshardhara,https://akshardhara.com/products/9788174867407-mukkam-shantiniketan,In Stock,,288.00 INR,,matched catalog product via slug,2026-07-16T10:54:53Z
9788192552187,Frequently asked questions on the Commissions for Protection of Child Rights Act 2005,akshardhara,https://akshardhara.com/products/9789386745279-the-taliban-cricket-club,In Stock,,288.00 INR,,matched catalog product via slug,2026-07-16T10:54:54Z
9788197277443,Regional Contours of Indian Society,akshardhara,https://akshardhara.com/products/17501-omkakarachi-rekh-jana,In Stock,,288.00 INR,,matched catalog product via slug,2026-07-16T10:54:54Z
9788199882744,STRUGGLE AGAINST NATION SPLITTERS MARTYRDOM OF SWAYAMSEVAKS,akshardhara,https://akshardhara.com/products/9789386888631-the-mother-dance,In Stock,,288.00 INR,,matched catalog product via slug,2026-07-16T10:54:54Z
9788190738897,Preparing AIEEE Chemistry in 40 Days,akshardhara,https://akshardhara.com/products/33852-aapanach-vha-apalya-shetiche-pik-sanrakshan-sallagar,Out of Stock,,360.00 INR,,matched catalog product via slug,2026-07-16T10:54:54Z
9788192655031,Sahithik Vimarsh Aur Aakashvani,akshardhara,https://akshardhara.com/products/6069-baromas,In Stock,,405.00 INR,,matched catalog product via slug,2026-07-16T10:54:54Z
9788193819029,LASAGUHA (ലസാഗുഹ),akshardhara,https://akshardhara.com/products/9789391151492-1912-antarcticachya-shodhat,In Stock,,405.00 INR,,matched catalog product via slug,2026-07-16T10:54:55Z
9788194948759,Radiology without tears Volume - II,akshardhara,https://akshardhara.com/products/9789391547905-deep-thinking,In Stock,,382.50 INR,,matched catalog product via slug,2026-07-16T10:54:55Z
9788190241977,The End of Aryavarta [Paperback] Shantanu,akshardhara,https://akshardhara.com/products/mithkanpasun-vijnanaparyant-मिथकांपासून-विज्ञानापर्यंत,In Stock,,240.00 INR,,matched catalog product via slug,2026-07-16T10:54:55Z
9788190695831,ঘটনা-দুর্ঘটনায় অতীত ও সমকালীন ত্রিপুরা || Ghatana-Durghatanay Ateet O Samakalin Tripura,akshardhara,https://akshardhara.com/products/khandeshi-vahya-खानदेशी-वह्या,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:55Z
9788190751759,Gujarātanā ramatavīro,akshardhara,https://akshardhara.com/products/31912-shekspeeyarche-hamlet,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:55Z
9788190760751,মিয়াজান দারোগার একরারনামা (Miajan Darogar Ekrarnama),akshardhara,https://akshardhara.com/products/35668-sambhavami-yugeyuge,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:56Z
9788190794473,२६:११ ऑपरेशन मुंबई,akshardhara,https://akshardhara.com/products/dr-babasaheb-ambedkar-jeevan-va-karye-डॉ-बाबासाहेब-आंबेडकर-जीवन-व-कार्ये-by-laxman-gaikwad,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:56Z
9788190827249,Let us Share: A Compilation of Best Practices & Orders,akshardhara,https://akshardhara.com/products/9789391629137-paraka,In Stock,,240.00 INR,,matched catalog product via slug,2026-07-16T10:54:56Z
9788190859479,مولانا فصيح‌الدّين نظامى کى علمى و ادبى خدمات,akshardhara,https://akshardhara.com/products/9788177660692-i-c-814-apaharanache-173-tas,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:56Z
9788192249995,JAGOREE,akshardhara,https://akshardhara.com/products/jeevanshaileeche-antrang-जीवनशैलीचे-अंतरंग,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:56Z
9788192275581,Bapu Aur Stiri - Hindi,akshardhara,https://akshardhara.com/products/9788194782841-lockdown,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:57Z
9788192328102,The Price of Onions,akshardhara,https://akshardhara.com/products/34196-majhe-mi-pan,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:57Z
9788193454923,Shohorer Moner Kotha,akshardhara,https://akshardhara.com/products/9788195377244-sakhaliche-swatantrya,In Stock,,240.00 INR,,matched catalog product via slug,2026-07-16T10:54:57Z
9788193801857,Development Discourse: Contributions of Rabindranath Tagore,akshardhara,https://akshardhara.com/products/9789384631062-rangoli-kalatmak-saundaryacha-vedh,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:57Z
9788193868737,Milavile Anante,akshardhara,https://akshardhara.com/products/9788194349143-gretachi-haak,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:57Z
9788193868973,Midwifery(Obstetric and Gynecological) for Nurses for G.N.M. 3rd Year Students (As Per Newly Revised Syllabus of INC),akshardhara,https://akshardhara.com/products/var0005-tanjavarche-marathe-raje,Out of Stock,,240.00 INR,,matched catalog product via slug,2026-07-16T10:54:58Z
9788194841821,Oru Varshakalam koodi,akshardhara,https://akshardhara.com/products/andhar-ujalnyasathee-अंधार-उजळण्यासाठी,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:58Z
9788195363605,Kanawar: Outline of an Ethnocultural Study,akshardhara,https://akshardhara.com/products/shreemant-yogi-chatrapati-shivaji-maharaj-श्रीमंत-योगी-छत्रपती-शिवाजी-महाराज,Out of Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:58Z
9788199081130,"ITI Industrial Internet of Things (IIOT) Technician 2nd Year Book | Covers: Trade Theory, Employability Skills, Workshop Calculation & Science, Mock Tests | Based on NCVT Syllabus",akshardhara,https://akshardhara.com/products/35942-shukratara,In Stock,,270.00 INR,,matched catalog product via slug,2026-07-16T10:54:58Z
9788199181045,Khaki Mauja ଖାକି ମଉଜ,akshardhara,https://akshardhara.com/products/samagra-kamjeevan-समग्र-कामजीवन,In Stock,,255.00 INR,,matched catalog product via slug,2026-07-16T10:54:58Z
9788193070338,The Indian Women's Movement Reform and Revival,akshardhara,https://akshardhara.com/products/9781471144028-dork-diaries-party-time,In Stock,,269.10 INR,,matched catalog product via slug,2026-07-16T10:54:59Z
9788193696569,Paraajay Tenechhe Bahudur,akshardhara,https://akshardhara.com/products/9789353026820-the-desi-guide-to-dating,In Stock,,269.10 INR,,matched catalog product via slug,2026-07-16T10:54:59Z
9788194424468,Time Vyakaran Prabhas Abhyas Pustika Sahit for Class 7,akshardhara,https://akshardhara.com/products/9780751537536-for-one-more-day,In Stock,,269.10 INR,,matched catalog product via slug,2026-07-16T10:54:59Z
9788195008544,English Infused Malayalam,akshardhara,https://akshardhara.com/products/the-hidden-hindu-1,In Stock,,269.00 INR,,matched catalog product via slug,2026-07-16T10:54:59Z
9788196465315,"Key2practice Class 2 Maths Practice Workbook (Part 2) with 100 innovative worksheets (Multiplication, Division, Fractions, Lines & Shapes) NCERT (Math magic) for the 2023-24 Exam success, designed by IItians",akshardhara,https://akshardhara.com/products/28648-the-guide,In Stock,,269.10 INR,,matched catalog product via slug,2026-07-16T10:54:59Z
9788197682513,Introduction to Agricultural Engineering,akshardhara,https://akshardhara.com/products/the-employees-o-e-e,In Stock,,239.20 INR,,matched catalog product via slug,2026-07-16T10:55:00Z
9788190883146,Electronic Media,akshardhara,https://akshardhara.com/products/bhagat-singh-the-cheerful-young-martyr,In Stock,,265.50 INR,,matched catalog product via slug,2026-07-16T10:55:00Z
9788195996148,SUKRITI HINDI VYAKRAN BHAG - 3,akshardhara,https://akshardhara.com/products/blaze-ब्लेझ-by-nidhi-poddar-and-sushil-poddar,In Stock,,265.50 INR,,matched catalog product via slug,2026-07-16T10:55:00Z
9788196131654,Dua Adhuri Ae - A punjabi book by Jagdeep Singh,akshardhara,https://akshardhara.com/products/udnari-magruli-उडणारी-मगरुली,In Stock,,265.50 INR,,matched catalog product via slug,2026-07-16T10:55:00Z
9788197063664,Chuninda Kahaniyan Bani Basu,akshardhara,https://akshardhara.com/products/unstoppable,In Stock,,265.50 INR,,matched catalog product via slug,2026-07-16T10:55:00Z
9788190562423,"Raiḍīyau nashrīyāt : tārīk̲h̲, aṣnāf aur pesh kash",akshardhara,https://akshardhara.com/products/mad0022-maitra-jivanche,Out of Stock,,252.00 INR,,matched catalog product via slug,2026-07-16T10:55:01Z
9788190684958,Documents on Private International Law,akshardhara,https://akshardhara.com/products/9788196354015-modi-2-0-rajakiy-shakyatanchya-shodhat,In Stock,,280.00 INR,,matched catalog product via slug,2026-07-16T10:55:01Z
9788192514000,Mahatma Gandhi & Cinema (Hindi),akshardhara,https://akshardhara.com/products/zala-gela,In Stock,,252.00 INR,,matched catalog product via slug,2026-07-16T10:55:01Z
9788192695297,Problems in Modern Physics,akshardhara,https://akshardhara.com/products/kalfalak-2017-कळफलक-२०१७,In Stock,,252.00 INR,,matched catalog product via slug,2026-07-16T10:55:01Z
9788193203538,Problem of Poverty,akshardhara,https://akshardhara.com/products/9789390060269-anubomb,Out of Stock,,252.00 INR,,matched catalog product via slug,2026-07-16T10:55:01Z
9788194878605,AP Degree Ist Sem Telugu Text Book 2020,akshardhara,https://akshardhara.com/products/1900-aamachi-sanskruti,In Stock,,252.00 INR,,matched catalog product via slug,2026-07-16T10:55:02Z
9788195433490,"Anatomy and Physiology for Paramedical Students Exclusively Designed for Degree & Diploma Students, 1/e 2021",akshardhara,https://akshardhara.com/products/aks0005-shodh-gandhincha,Out of Stock,,252.00 INR,,matched catalog product via slug,2026-07-16T10:55:02Z
9788196215736,GUARDIANS OF THE HIMALAYAS: VIMLA & SUNDERLAL BAHUGUNA,akshardhara,https://akshardhara.com/products/9788177663853-buddhibalacha-shriganesha,In Stock,,252.00 INR,,matched catalog product via slug,2026-07-16T10:55:02Z
9788190158138,Ādivāsi bastī,akshardhara,https://akshardhara.com/products/9788171857975-mrugajalache-bandhakam,Out of Stock,,247.50 INR,,matched catalog product via slug,2026-07-16T10:55:02Z
9788193590065,Power Systems,akshardhara,https://akshardhara.com/products/9788194261407-fish-and-chips,In Stock,,243.00 INR,,matched catalog product via slug,2026-07-16T10:55:02Z
9788190276504,An essential handbook to a career in mass communication,akshardhara,https://akshardhara.com/products/nav0048-murali,In Stock,,221.00 INR,,matched catalog product via slug,2026-07-16T10:55:03Z
9788195115624,"ITP BEST OF R. K. NARAYAN, GIFT PACK OF 6 BESTSELLERS",akshardhara,https://akshardhara.com/products/suv0007-kavya-sarita-solapuri,In Stock,,234.00 INR,,matched catalog product via slug,2026-07-16T10:55:03Z
9788190026314,"Manifesto for a peaceful world, beyond capitalism and socialism, the cosmic way paradigm: An indictment of modern civilisation and an alternative ... order and what is to be done to realise it",akshardhara,https://akshardhara.com/products/9789353025915-the-winning-attitude,In Stock,,225.00 INR,,matched catalog product via slug,2026-07-16T10:55:03Z
9788192187563,Ancient Indian History,akshardhara,https://akshardhara.com/products/41192-dhulper,In Stock,,225.00 INR,,matched catalog product via slug,2026-07-16T10:55:03Z
9788192288024,The misings : their history and culture,akshardhara,https://akshardhara.com/products/9788195377237-p-c-o-s-samasya-ani-upay,In Stock,,200.00 INR,,matched catalog product via slug,2026-07-16T10:55:03Z
9788192569093,"LUNATIC INDIA, a dream to change",akshardhara,https://akshardhara.com/products/meh0664-sex-scotch-and-scholarship,In Stock,,225.00 INR,,matched catalog product via slug,2026-07-16T10:55:04Z
9788192756806,Deepwater Exploration in India : A Reference Book,akshardhara,https://akshardhara.com/products/22183-umbaratha,In Stock,,225.00 INR,,matched catalog product via slug,2026-07-16T10:55:04Z
9788192900162,Shikshanada Tatvika Mattu Samajika Drushtikona Hagu Prasakta Madyamika Shikshanaddallina,akshardhara,https://akshardhara.com/products/9788177865264-you-can-heal-your-life,In Stock,,200.00 INR,,matched catalog product via slug,2026-07-16T10:55:04Z
